ParsedDate,States,Actual,Predicted,Residual,Absolute_Error
2020-04-02,Tripura,3.8,4.3696303,-0.5696303367614748,0.5696303367614748
2020-04-03,Tripura,3.4,4.1993737,-0.7993737220764161,0.7993737220764161
2020-04-04,Tripura,2.8,3.7855072,-0.9855072021484377,0.9855072021484377
2020-04-05,Tripura,3.4,3.5464907,-0.14649066925048837,0.14649066925048837
2020-04-13,Tripura,3.2,3.6253319,-0.4253318786621092,0.4253318786621092
2020-04-14,Tripura,3.2,3.8034549,-0.6034548759460447,0.6034548759460447
2020-04-15,Tripura,3.4,3.4283757,-0.028375720977783292,0.028375720977783292
2020-04-16,Tripura,3.3,3.6768506,-0.3768505573272707,0.3768505573272707
2020-04-17,Tripura,3.2,3.6248603,-0.4248602867126463,0.4248602867126463
2020-04-18,Tripura,3.2,3.621504,-0.4215040683746336,0.4215040683746336
2020-04-19,Tripura,3.6,3.8892255,-0.28922548294067374,0.28922548294067374
2020-04-20,Tripura,3.7,4.115575,-0.41557483673095685,0.41557483673095685
2020-04-21,Tripura,3.9,4.0957193,-0.195719337463379,0.195719337463379
2020-04-22,Tripura,3.8,4.1354303,-0.33543033599853533,0.33543033599853533
2020-04-23,Tripura,3.7,4.1354303,-0.435430335998535,0.435430335998535
2020-04-24,Tripura,3.8,3.90165,-0.10164995193481463,0.10164995193481463
2020-04-25,Tripura,3.8,4.0155153,-0.21551532745361346,0.21551532745361346
2020-04-26,Tripura,4.0,4.2551255,-0.2551255226135254,0.2551255226135254
2020-04-27,Tripura,4.5,3.9861996,0.5138003826141357,0.5138003826141357
2020-04-28,Tripura,5.3,4.234172,1.0658281326293944,1.0658281326293944
2020-04-29,Tripura,5.1,5.183237,-0.08323707580566442,0.08323707580566442
2020-04-30,Tripura,5.0,4.516999,0.4830012321472168,0.4830012321472168
2020-05-01,Tripura,4.9,4.83087,0.06912984848022496,0.06912984848022496
2020-05-02,Tripura,4.6,4.868816,-0.268815898895264,0.268815898895264
2020-05-03,Tripura,3.9,4.629135,-0.7291351318359376,0.7291351318359376
2020-05-04,Tripura,3.6,4.325519,-0.7255190849304198,0.7255190849304198
2020-05-05,Tripura,3.4,4.2116523,-0.8116522789001466,0.8116522789001466
2020-05-13,Tripura,3.3,3.7292993,-0.429299306869507,0.429299306869507
2020-05-14,Tripura,1.4,3.7292993,-2.329299306869507,2.329299306869507
2020-05-15,Tripura,3.3,2.3344398,0.9655602455139158,0.9655602455139158
2020-05-16,Tripura,4.6,3.2958536,1.3041463851928707,1.3041463851928707
2020-05-17,Tripura,3.4,5.3750935,-1.975093460083008,1.975093460083008
2020-05-18,Tripura,3.5,3.840678,-0.34067797660827637,0.34067797660827637
2020-05-19,Tripura,3.1,3.840678,-0.7406779766082763,0.7406779766082763
2020-05-20,Tripura,3.6,3.7665224,-0.1665224075317382,0.1665224075317382
2020-05-21,Tripura,3.7,4.0466666,-0.34666662216186506,0.34666662216186506
2020-05-22,Tripura,3.4,3.90165,-0.5016499519348145,0.5016499519348145
2020-05-23,Tripura,3.4,3.6016486,-0.20164856910705575,0.20164856910705575
